Temperature,Jsc 2,Jsc3,Voc2,Voc3,FF1,FF2,FF3,Hysteresis2,Hysteresis3,Jsc4,Voc4,FF4,Hysteresis4,PCE4
65,1.01869,1.01849,1.01425,1.01428,1.02752,1.02762,1.02776,0.99106,0.99138,1.01827,1.01438,1.02802,0.99192,1.06185
65,1.01849,1.01827,1.01428,1.01438,1.02762,1.02776,1.02802,0.99138,0.99192,1.01808,1.01444,1.02823,0.99239,1.06193
65,1.01827,1.01808,1.01438,1.01444,1.02776,1.02802,1.02823,0.99192,0.99239,1.01787,1.01457,1.02856,0.99291,1.06218
65,1.01808,1.01787,1.01444,1.01457,1.02802,1.02823,1.02856,0.99239,0.99291,1.01769,1.0146,1.02864,0.99322,1.0621
65,1.01787,1.01769,1.01457,1.0146,1.02823,1.02856,1.02864,0.99291,0.99322,1.0175,1.01471,1.02886,0.99376,1.06226
65,1.01769,1.0175,1.0146,1.01471,1.02856,1.02864,1.02886,0.99322,0.99376,1.01731,1.01483,1.0291,0.99429,1.06243
65,1.0175,1.01731,1.01471,1.01483,1.02864,1.02886,1.0291,0.99376,0.99429,1.01713,1.01486,1.0292,0.99461,1.06237
65,1.01731,1.01713,1.01483,1.01486,1.02886,1.0291,1.0292,0.99429,0.99461,1.01693,1.01497,1.02945,0.99514,1.06254
65,1.01713,1.01693,1.01486,1.01497,1.0291,1.0292,1.02945,0.99461,0.99514,1.01675,1.01499,1.02956,0.99545,1.06249
65,1.01693,1.01675,1.01497,1.01499,1.0292,1.02945,1.02956,0.99514,0.99545,1.01657,1.01495,1.02963,0.99563,1.06233
65,1.01675,1.01657,1.01499,1.01495,1.02945,1.02956,1.02963,0.99545,0.99563,1.01638,1.01505,1.02987,0.9961,1.06248
65,1.01657,1.01638,1.01495,1.01505,1.02956,1.02963,1.02987,0.99563,0.9961,1.01621,1.0151,1.03006,0.99651,1.06255
65,1.01638,1.01621,1.01505,1.0151,1.02963,1.02987,1.03006,0.9961,0.99651,1.01603,1.01515,1.03027,0.99695,1.06265
65,1.01621,1.01603,1.0151,1.01515,1.02987,1.03006,1.03027,0.99651,0.99695,1.01585,1.01517,1.03037,0.99723,1.06258
65,1.01603,1.01585,1.01515,1.01517,1.03006,1.03027,1.03037,0.99695,0.99723,1.01567,1.01518,1.03046,0.99749,1.0625
65,1.01585,1.01567,1.01517,1.01518,1.03027,1.03037,1.03046,0.99723,0.99749,1.01548,1.01519,1.03055,0.99774,1.06239
65,1.01567,1.01548,1.01518,1.01519,1.03037,1.03046,1.03055,0.99749,0.99774,1.01531,1.01513,1.03056,0.99786,1.06216
65,1.01548,1.01531,1.01519,1.01513,1.03046,1.03055,1.03056,0.99774,0.99786,1.01513,1.01512,1.03063,0.99809,1.06203
65,1.01531,1.01513,1.01513,1.01512,1.03055,1.03056,1.03063,0.99786,0.99809,1.01497,1.01505,1.03065,0.99823,1.06182
65,1.01513,1.01497,1.01512,1.01505,1.03056,1.03063,1.03065,0.99809,0.99823,1.01478,1.01502,1.03069,0.99841,1.06163
65,1.01497,1.01478,1.01505,1.01502,1.03063,1.03065,1.03069,0.99823,0.99841,1.01459,1.01499,1.03074,0.99859,1.06145
65,1.01478,1.01459,1.01502,1.01499,1.03065,1.03069,1.03074,0.99841,0.99859,1.01443,1.0149,1.03071,0.99869,1.06116
65,1.01459,1.01443,1.01499,1.0149,1.03069,1.03074,1.03071,0.99859,0.99869,1.01424,1.01485,1.03068,0.99882,1.06088
65,1.01443,1.01424,1.0149,1.01485,1.03074,1.03071,1.03068,0.99869,0.99882,1.01407,1.01473,1.03041,0.99888,1.0603
65,1.01424,1.01407,1.01485,1.01473,1.03071,1.03068,1.03041,0.99882,0.99888,1.01391,1.01471,1.03049,0.99915,1.06019
65,1.01407,1.01391,1.01473,1.01471,1.03068,1.03041,1.03049,0.99888,0.99915,1.01374,1.0147,1.03057,0.99942,1.06009
65,1.01391,1.01374,1.01471,1.0147,1.03041,1.03049,1.03057,0.99915,0.99942,1.01357,1.0146,1.03052,0.99948,1.05976
65,1.01374,1.01357,1.0147,1.0146,1.03049,1.03057,1.03052,0.99942,0.99948,1.01337,1.01454,1.03052,0.99962,1.05949
65,1.01357,1.01337,1.0146,1.01454,1.03057,1.03052,1.03052,0.99948,0.99962,1.01318,1.01443,1.03046,0.99966,1.05912
65,1.01337,1.01318,1.01454,1.01443,1.03052,1.03052,1.03046,0.99962,0.99966,1.01296,1.01445,1.03057,0.99997,1.05902
65,1.01318,1.01296,1.01443,1.01445,1.03052,1.03046,1.03057,0.99966,0.99997,1.01276,1.01439,1.03057,1.00011,1.05874
65,1.01296,1.01276,1.01445,1.01439,1.03046,1.03057,1.03057,0.99997,1.00011,1.01256,1.01436,1.03064,1.00034,1.05858
65,1.01276,1.01256,1.01439,1.01436,1.03057,1.03057,1.03064,1.00011,1.00034,1.0124,1.01424,1.03059,1.00038,1.05823
65,1.01256,1.0124,1.01436,1.01424,1.03057,1.03064,1.03059,1.00034,1.00038,1.0122,1.01421,1.03066,1.00062,1.05807
65,1.0124,1.0122,1.01424,1.01421,1.03064,1.03059,1.03066,1.00038,1.00062,1.01201,1.01423,1.03074,1.00091,1.05796
65,1.0122,1.01201,1.01421,1.01423,1.03059,1.03066,1.03074,1.00062,1.00091,1.01179,1.01425,1.03084,1.00121,1.05785
65,1.01201,1.01179,1.01423,1.01425,1.03066,1.03074,1.03084,1.00091,1.00121,1.01155,1.01426,1.03096,1.00151,1.05774
65,1.01179,1.01155,1.01425,1.01426,1.03074,1.03084,1.03096,1.00121,1.00151,1.01135,1.01413,1.03095,1.00158,1.05738
65,1.01155,1.01135,1.01426,1.01413,1.03084,1.03096,1.03095,1.00151,1.00158,1.01117,1.01399,1.03091,1.00163,1.05701
65,1.01135,1.01117,1.01413,1.01399,1.03096,1.03095,1.03091,1.00158,1.00163,1.01099,1.01387,1.03092,1.00167,1.0567
65,1.01117,1.01099,1.01399,1.01387,1.03095,1.03091,1.03092,1.00163,1.00167,1.01084,1.01375,1.03089,1.00171,1.05639
65,1.01099,1.01084,1.01387,1.01375,1.03091,1.03092,1.03089,1.00167,1.00171,1.01064,1.01375,1.03098,1.00198,1.05628
65,1.01084,1.01064,1.01375,1.01375,1.03092,1.03089,1.03098,1.00171,1.00198,1.01044,1.01367,1.03097,1.00207,1.05597
65,1.01064,1.01044,1.01375,1.01367,1.03089,1.03098,1.03097,1.00198,1.00207,1.01023,1.01366,1.03104,1.00231,1.05581
65,1.01044,1.01023,1.01367,1.01366,1.03098,1.03097,1.03104,1.00207,1.00231,1.01006,1.01361,1.03111,1.00251,1.05566
65,1.01023,1.01006,1.01366,1.01361,1.03097,1.03104,1.03111,1.00231,1.00251,1.0099,1.01349,1.03107,1.00252,1.05532
65,1.01006,1.0099,1.01361,1.01349,1.03104,1.03111,1.03107,1.00251,1.00252,1.0097,1.01348,1.03115,1.00275,1.05518
65,1.0099,1.0097,1.01349,1.01348,1.03111,1.03107,1.03115,1.00252,1.00275,1.0095,1.01347,1.03123,1.003,1.05505
65,1.0097,1.0095,1.01348,1.01347,1.03107,1.03115,1.03123,1.00275,1.003,1.0093,1.01346,1.03133,1.00325,1.05493
65,1.0095,1.0093,1.01347,1.01346,1.03115,1.03123,1.03133,1.003,1.00325,1.0091,1.01337,1.03133,1.00333,1.05463
65,1.0093,1.0091,1.01346,1.01337,1.03123,1.03133,1.03133,1.00325,1.00333,1.0089,1.01327,1.03125,1.00338,1.05422
65,1.0091,1.0089,1.01337,1.01327,1.03133,1.03133,1.03125,1.00333,1.00338,1.00868,1.01324,1.03122,1.00356,1.05393
65,1.0089,1.00868,1.01327,1.01324,1.03133,1.03125,1.03122,1.00338,1.00356,1.00847,1.01321,1.03127,1.00376,1.05373
65,1.00868,1.00847,1.01324,1.01321,1.03125,1.03122,1.03127,1.00356,1.00376,1.0083,1.0132,1.03125,1.00395,1.05352
65,1.00847,1.0083,1.01321,1.0132,1.03122,1.03127,1.03125,1.00376,1.00395,1.0081,1.01319,1.03125,1.00411,1.0533
65,1.0083,1.0081,1.0132,1.01319,1.03127,1.03125,1.03125,1.00395,1.00411,1.00791,1.01313,1.03125,1.00424,1.05304
65,1.0081,1.00791,1.01319,1.01313,1.03125,1.03125,1.03125,1.00411,1.00424,1.00769,1.01311,1.03131,1.00445,1.05286
65,1.00791,1.00769,1.01313,1.01311,1.03125,1.03125,1.03131,1.00424,1.00445,1.00746,1.0131,1.03135,1.00468,1.05264
65,1.00769,1.00746,1.01311,1.0131,1.03125,1.03131,1.03135,1.00445,1.00468,1.00724,1.01308,1.0314,1.00491,1.05246
65,1.00746,1.00724,1.0131,1.01308,1.03131,1.03135,1.0314,1.00468,1.00491,1.00704,1.01299,1.03138,1.00499,1.05213
65,1.00724,1.00704,1.01308,1.01299,1.03135,1.0314,1.03138,1.00491,1.00499,1.00683,1.01297,1.03143,1.00519,1.05193
65,1.00704,1.00683,1.01299,1.01297,1.0314,1.03138,1.03143,1.00499,1.00519,1.00661,1.01295,1.03146,1.00538,1.05172
65,1.00683,1.00661,1.01297,1.01295,1.03138,1.03143,1.03146,1.00519,1.00538,1.00645,1.01282,1.03139,1.0054,1.05134
65,1.00661,1.00645,1.01295,1.01282,1.03143,1.03146,1.03139,1.00538,1.0054,1.00625,1.01277,1.03142,1.00556,1.05111
65,1.00645,1.00625,1.01282,1.01277,1.03146,1.03139,1.03142,1.0054,1.00556,1.00606,1.01271,1.03145,1.00572,1.05088
65,1.00625,1.00606,1.01277,1.01271,1.03139,1.03142,1.03145,1.00556,1.00572,1.00585,1.01262,1.03142,1.00579,1.05054
65,1.00606,1.00585,1.01271,1.01262,1.03142,1.03145,1.03142,1.00572,1.00579,1.00563,1.01261,1.03147,1.00598,1.05034
65,1.00585,1.00563,1.01262,1.01261,1.03145,1.03142,1.03147,1.00579,1.00598,1.00541,1.0126,1.03152,1.00618,1.05015
65,1.00563,1.00541,1.01261,1.0126,1.03142,1.03147,1.03152,1.00598,1.00618,1.00521,1.01256,1.03157,1.00636,1.04994
65,1.00541,1.00521,1.0126,1.01256,1.03147,1.03152,1.03157,1.00618,1.00636,1.00498,1.01255,1.03164,1.00657,1.04978
65,1.00521,1.00498,1.01256,1.01255,1.03152,1.03157,1.03164,1.00636,1.00657,1.00478,1.01252,1.03169,1.00675,1.04958
65,1.00498,1.00478,1.01255,1.01252,1.03157,1.03164,1.03169,1.00657,1.00675,1.00458,1.01241,1.03168,1.00679,1.04925
65,1.00478,1.00458,1.01252,1.01241,1.03164,1.03169,1.03168,1.00675,1.00679,1.00436,1.01238,1.03174,1.00696,1.04905
65,1.00458,1.00436,1.01241,1.01238,1.03169,1.03168,1.03174,1.00679,1.00696,1.00415,1.01235,1.03174,1.00711,1.0488
65,1.00436,1.00415,1.01238,1.01235,1.03168,1.03174,1.03174,1.00696,1.00711,1.00396,1.01226,1.03172,1.00717,1.04849
65,1.00415,1.00396,1.01235,1.01226,1.03174,1.03174,1.03172,1.00711,1.00717,1.00372,1.01227,1.03175,1.00741,1.04827
65,1.00396,1.00372,1.01226,1.01227,1.03174,1.03172,1.03175,1.00717,1.00741,1.00351,1.01224,1.0317,1.00758,1.04798
65,1.00372,1.00351,1.01227,1.01224,1.03172,1.03175,1.0317,1.00741,1.00758,1.00328,1.01225,1.03171,1.0078,1.04777
65,1.00351,1.00328,1.01224,1.01225,1.03175,1.0317,1.03171,1.00758,1.0078,1.00304,1.01228,1.03177,1.00801,1.0476
65,1.00328,1.00304,1.01225,1.01228,1.0317,1.03171,1.03177,1.0078,1.00801,1.00282,1.0123,1.03176,1.00821,1.04738
65,1.00304,1.00282,1.01228,1.0123,1.03171,1.03177,1.03176,1.00801,1.00821,1.00258,1.01233,1.03178,1.00845,1.04718
65,1.00282,1.00258,1.0123,1.01233,1.03177,1.03176,1.03178,1.00821,1.00845,1.00236,1.01233,1.03178,1.00863,1.04695
65,1.00258,1.00236,1.01233,1.01233,1.03176,1.03178,1.03178,1.00845,1.00863,1.00215,1.01234,1.03179,1.00884,1.04675
65,1.00236,1.00215,1.01233,1.01234,1.03178,1.03178,1.03179,1.00863,1.00884,1.00193,1.01231,1.03174,1.00896,1.04645
65,1.00215,1.00193,1.01234,1.01231,1.03178,1.03179,1.03174,1.00884,1.00896,1.0017,1.01234,1.03176,1.00919,1.04626
65,1.00193,1.0017,1.01231,1.01234,1.03179,1.03174,1.03176,1.00896,1.00919,1.00149,1.01232,1.03172,1.00929,1.04598
65,1.0017,1.00149,1.01234,1.01232,1.03174,1.03176,1.03172,1.00919,1.00929,1.00129,1.01229,1.03167,1.00939,1.04569
65,1.00149,1.00129,1.01232,1.01229,1.03176,1.03172,1.03167,1.00929,1.00939,1.00108,1.01233,1.03169,1.00961,1.04553
65,1.00129,1.00108,1.01229,1.01233,1.03172,1.03167,1.03169,1.00939,1.00961,1.0009,1.01234,1.03168,1.00981,1.04534
65,1.00108,1.0009,1.01233,1.01234,1.03167,1.03169,1.03168,1.00961,1.00981,1.00072,1.01236,1.03168,1.01,1.04517
65,1.0009,1.00072,1.01234,1.01236,1.03169,1.03168,1.03168,1.00981,1.01,1.00052,1.01235,1.03166,1.01012,1.04494
65,1.00072,1.00052,1.01236,1.01235,1.03168,1.03168,1.03166,1.01,1.01012,1.00033,1.01237,1.03166,1.0103,1.04476
65,1.00052,1.00033,1.01235,1.01237,1.03168,1.03166,1.03166,1.01012,1.0103,1.00016,1.01234,1.03163,1.01042,1.04452
65,1.00033,1.00016,1.01237,1.01234,1.03166,1.03166,1.03163,1.0103,1.01042,0.99993,1.01231,1.03159,1.01051,1.0442
65,1.00016,0.99993,1.01234,1.01231,1.03166,1.03163,1.03159,1.01042,1.01051,0.99968,1.01234,1.03157,1.01071,1.04396
65,0.99993,0.99968,1.01231,1.01234,1.03163,1.03159,1.03157,1.01051,1.01071,0.99942,1.01233,1.03156,1.01092,1.04367
65,0.99968,0.99942,1.01234,1.01233,1.03159,1.03157,1.03156,1.01071,1.01092,0.99914,1.01234,1.03156,1.0111,1.04339
65,0.99942,0.99914,1.01233,1.01234,1.03157,1.03156,1.03156,1.01092,1.0111,0.9989,1.01228,1.03146,1.01115,1.04298
65,0.99914,0.9989,1.01234,1.01228,1.03156,1.03156,1.03146,1.0111,1.01115,0.99865,1.01222,1.03134,1.01123,1.04253
65,0.9989,0.99865,1.01228,1.01222,1.03156,1.03146,1.03134,1.01115,1.01123,0.99839,1.01226,1.03125,1.0115,1.04222
65,0.99865,0.99839,1.01222,1.01226,1.03146,1.03134,1.03125,1.01123,1.0115,0.99817,1.01225,1.03112,1.01159,1.04183
65,0.99839,0.99817,1.01226,1.01225,1.03134,1.03125,1.03112,1.0115,1.01159,0.99797,1.01225,1.03103,1.01169,1.04153
65,0.99817,0.99797,1.01225,1.01225,1.03125,1.03112,1.03103,1.01159,1.01169,0.99776,1.0123,1.03096,1.01186,1.0413
65,0.99797,0.99776,1.01225,1.0123,1.03112,1.03103,1.03096,1.01169,1.01186,0.99757,1.01229,1.03079,1.01198,1.04092
65,0.99776,0.99757,1.0123,1.01229,1.03103,1.03096,1.03079,1.01186,1.01198,0.99736,1.01228,1.03069,1.01207,1.04059
65,0.99757,0.99736,1.01229,1.01228,1.03096,1.03079,1.03069,1.01198,1.01207,0.99715,1.01226,1.03065,1.01217,1.04031
65,0.99736,0.99715,1.01228,1.01226,1.03079,1.03069,1.03065,1.01207,1.01217,0.99695,1.01224,1.03057,1.01227,1.04
65,0.99715,0.99695,1.01226,1.01224,1.03069,1.03065,1.03057,1.01217,1.01227,0.99678,1.01218,1.03046,1.0123,1.03965
65,0.99695,0.99678,1.01224,1.01218,1.03065,1.03057,1.03046,1.01227,1.0123,0.99658,1.01215,1.03036,1.01236,1.03931
65,0.99678,0.99658,1.01218,1.01215,1.03057,1.03046,1.03036,1.0123,1.01236,0.99638,1.01211,1.03026,1.01242,1.03896
65,0.99658,0.99638,1.01215,1.01211,1.03046,1.03036,1.03026,1.01236,1.01242,0.99618,1.01212,1.03016,1.01256,1.03866
65,0.99638,0.99618,1.01211,1.01212,1.03036,1.03026,1.03016,1.01242,1.01256,0.99599,1.01208,1.03007,1.01264,1.03832
65,0.99618,0.99599,1.01212,1.01208,1.03026,1.03016,1.03007,1.01256,1.01264,0.9958,1.01207,1.02998,1.01276,1.03803
65,0.99599,0.9958,1.01208,1.01207,1.03016,1.03007,1.02998,1.01264,1.01276,0.99558,1.01209,1.0299,1.0129,1.03774
65,0.9958,0.99558,1.01207,1.01209,1.03007,1.02998,1.0299,1.01276,1.0129,0.99539,1.01205,1.02978,1.01297,1.03738
65,0.99558,0.99539,1.01209,1.01205,1.02998,1.0299,1.02978,1.0129,1.01297,0.99519,1.012,1.02966,1.01304,1.03701
65,0.99539,0.99519,1.01205,1.012,1.0299,1.02978,1.02966,1.01297,1.01304,0.99502,1.01193,1.02953,1.01306,1.03661
65,0.99519,0.99502,1.012,1.01193,1.02978,1.02966,1.02953,1.01304,1.01306,0.99482,1.01194,1.02942,1.0132,1.03631
65,0.99502,0.99482,1.01193,1.01194,1.02966,1.02953,1.02942,1.01306,1.0132,0.99463,1.01189,1.02929,1.01326,1.03593
65,0.99482,0.99463,1.01194,1.01189,1.02953,1.02942,1.02929,1.0132,1.01326,0.99444,1.01187,1.02919,1.01336,1.0356
65,0.99463,0.99444,1.01189,1.01187,1.02942,1.02929,1.02919,1.01326,1.01336,0.99425,1.01182,1.02908,1.01343,1.03525
65,0.99444,0.99425,1.01187,1.01182,1.02929,1.02919,1.02908,1.01336,1.01343,0.99407,1.01177,1.02897,1.01348,1.03489
65,0.99425,0.99407,1.01182,1.01177,1.02919,1.02908,1.02897,1.01343,1.01348,0.99386,1.01176,1.02887,1.01359,1.03457
65,0.99407,0.99386,1.01177,1.01176,1.02908,1.02897,1.02887,1.01348,1.01359,0.99371,1.01169,1.02873,1.01361,1.0342
65,0.99386,0.99371,1.01176,1.01169,1.02897,1.02887,1.02873,1.01359,1.01361,0.99352,1.01169,1.02863,1.01371,1.03389
65,0.99371,0.99352,1.01169,1.01169,1.02887,1.02873,1.02863,1.01361,1.01371,0.9933,1.01169,1.02855,1.01384,1.0336
65,0.99352,0.9933,1.01169,1.01169,1.02873,1.02863,1.02855,1.01371,1.01384,0.99308,1.01169,1.0285,1.01397,1.03331
65,0.9933,0.99308,1.01169,1.01169,1.02863,1.02855,1.0285,1.01384,1.01397,0.99287,1.01169,1.02842,1.0141,1.03302
65,0.99308,0.99287,1.01169,1.01169,1.02855,1.0285,1.02842,1.01397,1.0141,0.99272,1.01163,1.0283,1.01413,1.03268
65,0.99287,0.99272,1.01169,1.01163,1.0285,1.02842,1.0283,1.0141,1.01413,0.99253,1.01163,1.02823,1.01427,1.03241
65,0.99272,0.99253,1.01163,1.01163,1.02842,1.0283,1.02823,1.01413,1.01427,0.99237,1.01156,1.02812,1.01431,1.03206
65,0.99253,0.99237,1.01163,1.01156,1.0283,1.02823,1.02812,1.01427,1.01431,0.99219,1.0115,1.02802,1.01435,1.03172
65,0.99237,0.99219,1.01156,1.0115,1.02823,1.02812,1.02802,1.01431,1.01435,0.99202,1.0115,1.02794,1.01445,1.03146
65,0.99219,0.99202,1.0115,1.0115,1.02812,1.02802,1.02794,1.01435,1.01445,0.99186,1.0115,1.02786,1.01456,1.0312
65,0.99202,0.99186,1.0115,1.0115,1.02802,1.02794,1.02786,1.01445,1.01456,0.99171,1.0115,1.02776,1.01466,1.03096
65,0.99186,0.99171,1.0115,1.0115,1.02794,1.02786,1.02776,1.01456,1.01466,0.99158,1.01144,1.02767,1.01472,1.03067
65,0.99171,0.99158,1.0115,1.01144,1.02786,1.02776,1.02767,1.01466,1.01472,0.99146,1.01139,1.02755,1.01475,1.03037
65,0.99158,0.99146,1.01144,1.01139,1.02776,1.02767,1.02755,1.01472,1.01475,0.99136,1.01134,1.02742,1.01479,1.03008
65,0.99146,0.99136,1.01139,1.01134,1.02767,1.02755,1.02742,1.01475,1.01479,0.99123,1.01135,1.02732,1.01488,1.02986
65,0.99136,0.99123,1.01134,1.01135,1.02755,1.02742,1.02732,1.01479,1.01488,0.9911,1.01137,1.02724,1.01498,1.02966
65,0.99123,0.9911,1.01135,1.01137,1.02742,1.02732,1.02724,1.01488,1.01498,0.99096,1.01138,1.02711,1.01509,1.02939
65,0.9911,0.99096,1.01137,1.01138,1.02732,1.02724,1.02711,1.01498,1.01509,0.99078,1.01138,1.02703,1.0152,1.02913
65,0.99096,0.99078,1.01138,1.01138,1.02724,1.02711,1.02703,1.01509,1.0152,0.99057,1.01134,1.02695,1.01526,1.02879
65,0.99078,0.99057,1.01138,1.01134,1.02711,1.02703,1.02695,1.0152,1.01526,0.99043,1.01129,1.02682,1.0153,1.02846
65,0.99057,0.99043,1.01134,1.01129,1.02703,1.02695,1.02682,1.01526,1.0153,0.99027,1.01124,1.0267,1.01534,1.02814
65,0.99043,0.99027,1.01129,1.01124,1.02695,1.02682,1.0267,1.0153,1.01534,0.99009,1.01124,1.0266,1.01543,1.02784
65,0.99027,0.99009,1.01124,1.01124,1.02682,1.0267,1.0266,1.01534,1.01543,0.98989,1.01124,1.0265,1.01553,1.02753
65,0.99009,0.98989,1.01124,1.01124,1.0267,1.0266,1.0265,1.01543,1.01553,0.98971,1.01119,1.02638,1.01558,1.02717
65,0.98989,0.98971,1.01124,1.01119,1.0266,1.0265,1.02638,1.01553,1.01558,0.98952,1.01114,1.02625,1.01562,1.02681
65,0.98971,0.98952,1.01119,1.01114,1.0265,1.02638,1.02625,1.01558,1.01562,0.98933,1.01109,1.02613,1.01566,1.02643
65,0.98952,0.98933,1.01114,1.01109,1.02638,1.02625,1.02613,1.01562,1.01566,0.98913,1.01104,1.02604,1.01573,1.02609
65,0.98933,0.98913,1.01109,1.01104,1.02625,1.02613,1.02604,1.01566,1.01573,0.98892,1.011,1.02596,1.0158,1.02575
65,0.98913,0.98892,1.01104,1.011,1.02613,1.02604,1.02596,1.01573,1.0158,0.9887,1.01096,1.02589,1.01587,1.0254
65,0.98892,0.9887,1.011,1.01096,1.02604,1.02596,1.02589,1.0158,1.01587,0.9885,1.01089,1.02579,1.01592,1.02504
65,0.9887,0.9885,1.01096,1.01089,1.02596,1.02589,1.02579,1.01587,1.01592,0.98829,1.01083,1.02571,1.01594,1.02467
65,0.9885,0.98829,1.01089,1.01083,1.02589,1.02579,1.02571,1.01592,1.01594,0.9881,1.01076,1.0256,1.01597,1.0243
65,0.98829,0.9881,1.01083,1.01076,1.02579,1.02571,1.0256,1.01594,1.01597,0.98788,1.01074,1.02552,1.01605,1.02396
65,0.9881,0.98788,1.01076,1.01074,1.02571,1.0256,1.02552,1.01597,1.01605,0.98766,1.01068,1.02544,1.0161,1.0236
65,0.98788,0.98766,1.01074,1.01068,1.0256,1.02552,1.02544,1.01605,1.0161,0.98747,1.01062,1.02533,1.01612,1.02322
65,0.98766,0.98747,1.01068,1.01062,1.02552,1.02544,1.02533,1.0161,1.01612,0.98728,1.01055,1.02521,1.01613,1.02284
65,0.98747,0.98728,1.01062,1.01055,1.02544,1.02533,1.02521,1.01612,1.01613,0.98707,1.01049,1.02513,1.01616,1.02248
65,0.98728,0.98707,1.01055,1.01049,1.02533,1.02521,1.02513,1.01613,1.01616,0.98685,1.01043,1.02505,1.01619,1.02211
65,0.98707,0.98685,1.01049,1.01043,1.02521,1.02513,1.02505,1.01616,1.01619,0.98663,1.01037,1.02496,1.01623,1.02174
65,0.98685,0.98663,1.01043,1.01037,1.02513,1.02505,1.02496,1.01619,1.01623,0.9864,1.01033,1.02489,1.01629,1.02138
65,0.98663,0.9864,1.01037,1.01033,1.02505,1.02496,1.02489,1.01623,1.01629,0.98616,1.0103,1.02481,1.01635,1.02103
65,0.9864,0.98616,1.01033,1.0103,1.02496,1.02489,1.02481,1.01629,1.01635,0.98592,1.01028,1.02473,1.01643,1.02069
65,0.98616,0.98592,1.0103,1.01028,1.02489,1.02481,1.02473,1.01635,1.01643,0.98572,1.01021,1.02463,1.01645,1.0203
65,0.98592,0.98572,1.01028,1.01021,1.02481,1.02473,1.02463,1.01643,1.01645,0.9855,1.01015,1.02453,1.01648,1.01991
65,0.98572,0.9855,1.01021,1.01015,1.02473,1.02463,1.02453,1.01645,1.01648,0.98529,1.01007,1.02441,1.01647,1.0195
65,0.9855,0.98529,1.01015,1.01007,1.02463,1.02453,1.02441,1.01648,1.01647,0.98507,1.01003,1.02429,1.01651,1.01911
65,0.98529,0.98507,1.01007,1.01003,1.02453,1.02441,1.02429,1.01647,1.01651,0.98484,1.00997,1.02419,1.01655,1.01872
65,0.98507,0.98484,1.01003,1.00997,1.02441,1.02429,1.02419,1.01651,1.01655,0.98462,1.00993,1.02408,1.0166,1.01834
65,0.98484,0.98462,1.00997,1.00993,1.02429,1.02419,1.02408,1.01655,1.0166,0.98439,1.00989,1.02398,1.01666,1.01797
65,0.98462,0.98439,1.00993,1.00989,1.02419,1.02408,1.02398,1.0166,1.01666,0.98416,1.00986,1.02387,1.01673,1.01759
65,0.98439,0.98416,1.00989,1.00986,1.02408,1.02398,1.02387,1.01666,1.01673,0.98392,1.00984,1.02378,1.0168,1.01722
65,0.98416,0.98392,1.00986,1.00984,1.02398,1.02387,1.02378,1.01673,1.0168,0.98369,1.00981,1.02364,1.01682,1.01683
65,0.98392,0.98369,1.00984,1.00981,1.02387,1.02378,1.02364,1.0168,1.01682,0.98348,1.00976,1.02352,1.01685,1.01643
65,0.98369,0.98348,1.00981,1.00976,1.02378,1.02364,1.02352,1.01682,1.01685,0.98324,1.00974,1.02344,1.01692,1.01607
65,0.98348,0.98324,1.00976,1.00974,1.02364,1.02352,1.02344,1.01685,1.01692,0.98302,1.00968,1.02333,1.01694,1.0157
65,0.98324,0.98302,1.00974,1.00968,1.02352,1.02344,1.02333,1.01692,1.01694,0.98285,1.00961,1.02317,1.01696,1.01528
65,0.98302,0.98285,1.00968,1.00961,1.02344,1.02333,1.02317,1.01694,1.01696,0.98264,1.00955,1.02304,1.01697,1.01488
65,0.98285,0.98264,1.00961,1.00955,1.02333,1.02317,1.02304,1.01696,1.01697,0.98244,1.00949,1.02295,1.017,1.01453
65,0.98264,0.98244,1.00955,1.00949,1.02317,1.02304,1.02295,1.01697,1.017,0.98224,1.00946,1.02284,1.01704,1.01417
65,0.98244,0.98224,1.00949,1.00946,1.02304,1.02295,1.02284,1.017,1.01704,0.98203,1.00942,1.02274,1.01709,1.01381
65,0.98224,0.98203,1.00946,1.00942,1.02295,1.02284,1.02274,1.01704,1.01709,0.98182,1.00937,1.02264,1.01711,1.01345
65,0.98203,0.98182,1.00942,1.00937,1.02284,1.02274,1.02264,1.01709,1.01711,0.98162,1.00931,1.02254,1.01713,1.01308
65,0.98182,0.98162,1.00937,1.00931,1.02274,1.02264,1.02254,1.01711,1.01713,0.98141,1.00925,1.02245,1.01717,1.01272
65,0.98162,0.98141,1.00931,1.00925,1.02264,1.02254,1.02245,1.01713,1.01717,0.98121,1.00919,1.02235,1.01718,1.01235
65,0.98141,0.98121,1.00925,1.00919,1.02254,1.02245,1.02235,1.01717,1.01718,0.98098,1.00912,1.02225,1.0172,1.01195
65,0.98121,0.98098,1.00919,1.00912,1.02245,1.02235,1.02225,1.01718,1.0172,0.98075,1.00907,1.02215,1.01723,1.01155
65,0.98098,0.98075,1.00912,1.00907,1.02235,1.02225,1.02215,1.0172,1.01723,0.9805,1.00902,1.02205,1.01727,1.01114
65,0.98075,0.9805,1.00907,1.00902,1.02225,1.02215,1.02205,1.01723,1.01727,0.98027,1.00893,1.02191,1.01725,1.0107
65,0.9805,0.98027,1.00902,1.00893,1.02215,1.02205,1.02191,1.01727,1.01725,0.98001,1.00889,1.02184,1.0173,1.0103
